GameID,Date,Time,Live,AwayOdds,HomeOdds
72663810,2025-04-08,09:40:51.974039,False,2.49,1.57
71198106,2025-04-08,09:40:51.976217,False,1.1,7.5
72333226,2025-04-08,09:40:52.015509,False,13.0,1.04
40761156,2025-04-08,09:40:52.074297,False,5.85,1.15
19771214,2025-04-08,09:40:52.112863,False,1.89,1.95
8507215,2025-04-08,09:40:52.115717,False,2.16,1.73
15936319,2025-04-08,09:40:52.174427,False,1.5,2.67
33951125,2025-04-08,09:40:52.233440,False,6.8,1.12
30846750,2025-04-08,09:40:52.235907,False,1.32,3.55
10824578,2025-04-08,09:40:52.294641,False,6.4,1.13
62437785,2025-04-08,09:40:52.353398,False,1.44,2.91
