GameID,Date,Time,Live,AwayOdds,HomeOdds
72663810,2025-04-08,15:25:52.131321,False,2.42,1.59
71198106,2025-04-08,15:25:52.133239,False,1.08,8.5
72333226,2025-04-08,15:25:52.191713,False,13.0,1.04
40761156,2025-04-08,15:25:52.193615,False,6.1,1.14
19771214,2025-04-08,15:25:52.251839,False,2.04,1.81
8507215,2025-04-08,15:25:52.253774,False,2.25,1.68
15936319,2025-04-08,15:25:52.312152,False,1.5,2.67
33951125,2025-04-08,15:25:52.313916,False,7.0,1.11
30846750,2025-04-08,15:25:52.392302,False,1.23,4.35
10824578,2025-04-08,15:25:52.394142,False,7.5,1.1
62437785,2025-04-08,15:25:52.452605,False,1.45,2.85
