GameID,Date,Time,Live,AwayOdds,HomeOdds
72663810,2025-04-08,09:25:52.618825,False,2.5,1.56
71198106,2025-04-08,09:25:52.621311,False,1.09,8.0
72333226,2025-04-08,09:25:52.661260,False,13.0,1.04
40761156,2025-04-08,09:25:52.700106,False,5.85,1.15
19771214,2025-04-08,09:25:52.758767,False,1.89,1.95
8507215,2025-04-08,09:25:52.761437,False,2.16,1.73
15936319,2025-04-08,09:25:52.820301,False,1.5,2.67
33951125,2025-04-08,09:25:52.879255,False,6.8,1.12
30846750,2025-04-08,09:25:52.881641,False,1.32,3.55
10824578,2025-04-08,09:25:52.940532,False,6.4,1.13
62437785,2025-04-08,09:25:52.979282,False,1.44,2.91
