GameID,Date,Time,Live,AwayOdds,HomeOdds
72663810,2025-04-08,11:40:52.134142,False,2.48,1.57
71198106,2025-04-08,11:40:52.136294,False,1.1,7.5
72333226,2025-04-08,11:40:52.195077,False,13.0,1.04
40761156,2025-04-08,11:40:52.233862,False,5.65,1.16
19771214,2025-04-08,11:40:52.236296,False,1.9,1.94
8507215,2025-04-08,11:40:52.295276,False,2.17,1.72
15936319,2025-04-08,11:40:52.353912,False,1.5,2.67
33951125,2025-04-08,11:40:52.356318,False,6.4,1.13
30846750,2025-04-08,11:40:52.415166,False,1.31,3.6
10824578,2025-04-08,11:40:52.453913,False,6.4,1.13
62437785,2025-04-08,11:40:52.456336,False,1.44,2.91
